dish_id,name_vi,name_en,region,origin,roles,serving_g,verified_by,note
FNDDS-2708941,,Macaroni or pasta salad with egg,,foreign,,1673.75,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708941"
FNDDS-2708942,,Macaroni or pasta salad with tuna,,foreign,,1799.75,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708942"
FNDDS-2708943,,Macaroni or pasta salad with crab meat,,foreign,,1793.75,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708943"
FNDDS-2708944,,Macaroni or pasta salad with shrimp,,foreign,,1793.75,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708944"
FNDDS-2708945,,Macaroni or pasta salad with tuna and egg,,foreign,,1949.75,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708945"
FNDDS-2708947,,Macaroni or pasta salad with cheese,,foreign,,1749.75,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708947"
FNDDS-2708948,,Macaroni or pasta salad with meat,,foreign,,1803.75,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708948"
FNDDS-2708951,,"Rice, fried, meatless",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708951"
FNDDS-2708952,,"Rice, fried, NFS",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708952"
FNDDS-2708954,,"Rice, fried, with pork",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708954"
FNDDS-2708955,,"Rice, fried, with beef",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708955"
FNDDS-2708956,,"Rice, fried, with shrimp",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708956"
FNDDS-2708959,,"Sushi, NFS",,foreign,,426.108,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708959"
FNDDS-2708960,,"Sushi roll, avocado",,foreign,,392.108,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708960"
FNDDS-2708961,,"Sushi roll, California",,foreign,,426.108,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708961"
FNDDS-2708962,,"Sushi roll, eel",,foreign,,426.108,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708962"
FNDDS-2708963,,"Sushi roll, salmon",,foreign,,426.108,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708963"
FNDDS-2708964,,"Sushi roll, shrimp",,foreign,,426.108,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708964"
FNDDS-2708965,,Sushi roll tuna,,foreign,,426.108,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708965"
FNDDS-2708966,,"Sushi roll, vegetable",,foreign,,392.108,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708966"
FNDDS-2708967,,"Sushi, topped with crab",,foreign,,484.908,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708967"
FNDDS-2708968,,"Sushi, topped with eel",,foreign,,484.908,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708968"
FNDDS-2708969,,"Sushi, topped with salmon",,foreign,,484.908,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708969"
FNDDS-2708970,,"Sushi, topped with shrimp",,foreign,,484.908,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708970"
FNDDS-2708971,,"Sushi, topped with tuna",,foreign,,484.908,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708971"
FNDDS-2708997,,"Rice, white, with corn, no added fat",,foreign,,214.002,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2708997"
FNDDS-2709000,,"Rice, white, with peas, no added fat",,foreign,,212.002,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709000"
FNDDS-2709003,,"Rice, white, with carrots, no added fat",,foreign,,210.684,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709003"
FNDDS-2709009,,"Rice, white, with tomatoes and/or tomato-based sauce, no added fat",,foreign,,238.922,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709009"
FNDDS-2709015,,"Rice, white, with carrots and tomatoes and/or tomato-based sauce, no added fat",,foreign,,225.056,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709015"
FNDDS-2709032,,"Rice, cooked with coconut milk",,foreign,,1364.5,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709032"
FNDDS-2709038,,"Rice, brown, with corn, no added fat",,foreign,,251.002,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709038"
FNDDS-2709041,,"Rice, brown, with peas, no added fat",,foreign,,249.002,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709041"
FNDDS-2709044,,"Rice, brown, with carrots, no added fat",,foreign,,248.028,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709044"
FNDDS-2709050,,"Rice, brown, with tomatoes and/or tomato based sauce, no added fat",,foreign,,275.922,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709050"
FNDDS-2709056,,"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, no added fat",,foreign,,262.056,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709056"
FNDDS-2709071,,Rice croquette,,foreign,,564.325,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709071"
FNDDS-2709080,,Flavored rice mixture with cheese,,foreign,,167,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709080"
FNDDS-2709084,,"Spanish rice, from restaurant",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709084"
FNDDS-2709091,,Rice dessert or salad with fruit,,foreign,,1189.8,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709091"
FNDDS-2709093,,"Rice, white, with cheese and/or cream based sauce, no added fat",,foreign,,239.992,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709093"
FNDDS-2709096,,"Rice, white, with gravy, no added fat",,foreign,,238.922,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709096"
FNDDS-2709102,,"Rice, brown, with cheese and/or cream based sauce, no added fat",,foreign,,276.992,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709102"
FNDDS-2709105,,"Rice, brown, with gravy, no added fat",,foreign,,275.922,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709105"
FNDDS-2709111,,"Rice, white, with vegetables, cheese and/or cream based sauce, no added fat",,foreign,,300.689,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709111"
FNDDS-2709114,,"Rice, white, with vegetables and gravy, no added fat",,foreign,,299.619,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709114"
FNDDS-2709120,,"Rice, brown, with vegetables, cheese and/or cream based sauce, no added fat",,foreign,,337.689,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709120"
FNDDS-2709123,,"Rice, brown, with vegetables and gravy, no added fat",,foreign,,336.619,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709123"
FNDDS-2709137,,"Jelly sandwich, NFS",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709137"
FNDDS-2709138,,"Jelly sandwich, on white bread",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709138"
FNDDS-2709143,,"Pancakes and sausage, frozen meal",,foreign,,169.3,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709143"
FNDDS-2709152,,"Soup, ramen noodles, water added",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709152"
FNDDS-2709164,,"Clementine, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709164"
FNDDS-2709165,,"Grapefruit, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709165"
FNDDS-2709166,,"Grapefruit, canned",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709166"
FNDDS-2709167,,"Kumquat, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709167"
FNDDS-2709168,,"Lemon, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709168"
FNDDS-2709170,,"Lime, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709170"
FNDDS-2709171,,"Orange, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709171"
FNDDS-2709173,,"Orange, canned, juice pack",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709173"
FNDDS-2709174,,"Orange, canned, in syrup",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709174"
FNDDS-2709175,,"Tangerine, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709175"
FNDDS-2709176,,"Grapefruit juice, 100%, freshly squeezed",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709176"
FNDDS-2709179,,"Grapefruit juice, 100%, with calcium added",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709179"
FNDDS-2709180,,"Lemon juice, 100%, NS as to form",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709180"
FNDDS-2709181,,"Lemon juice, 100%, freshly squeezed",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709181"
FNDDS-2709182,,"Lemon juice, 100%, canned or bottled",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709182"
FNDDS-2709183,,"Lime juice, 100%, NS as to form",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709183"
FNDDS-2709184,,"Lime juice, 100%, freshly squeezed",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709184"
FNDDS-2709185,,"Lime juice, 100%, canned or bottled",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709185"
FNDDS-2709187,,"Orange juice, 100%,  freshly squeezed",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709187"
FNDDS-2709188,,"Orange juice, 100%, canned, bottled or in a carton",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709188"
FNDDS-2709190,,"Orange juice, 100%, frozen, reconstituted",,foreign,,1492.5,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709190"
FNDDS-2709191,,"Orange juice, 100%, frozen, not reconstituted",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709191"
FNDDS-2709192,,"Orange juice, 100%, with calcium added, frozen, reconstituted",,foreign,,1491.6,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709192"
FNDDS-2709193,,"Tangerine juice, 100%",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709193"
FNDDS-2709195,,"Dried, fruit, NFS",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709195"
FNDDS-2709196,,"Apple, dried",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709196"
FNDDS-2709197,,"Apricot, dried",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709197"
FNDDS-2709198,,"Blueberries, dried",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709198"
FNDDS-2709199,,"Cherries, dried",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709199"
FNDDS-2709200,,Banana chips,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709200"
FNDDS-2709201,,"Currants, dried",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709201"
FNDDS-2709202,,"Cranberries, dried",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709202"
FNDDS-2709203,,Date,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709203"
FNDDS-2709204,,"Fig, dried",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709204"
FNDDS-2709205,,"Mango, dried",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709205"
FNDDS-2709206,,"Papaya, dried",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709206"
FNDDS-2709207,,"Peach, dried",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709207"
FNDDS-2709208,,"Pear, dried",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709208"
FNDDS-2709209,,"Persimmon, dried",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709209"
FNDDS-2709210,,"Pineapple, dried",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709210"
FNDDS-2709211,,"Prune, dried",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709211"
FNDDS-2709212,,Raisins,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709212"
FNDDS-2709214,,"Fruit, pickled",,foreign,,101.5,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709214"
FNDDS-2709215,,"Apple, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709215"
FNDDS-2709216,,"Applesauce, regular",,foreign,,107,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709216"
FNDDS-2709217,,"Applesauce, unsweetened",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709217"
FNDDS-2709218,,"Applesauce, flavored",,foreign,,107,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709218"
FNDDS-2709219,,Apple pie filling,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709219"
FNDDS-2709220,,"Apple, baked",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709220"
FNDDS-2709221,,"Apricot, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709221"
FNDDS-2709222,,"Apricot, canned",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709222"
FNDDS-2709223,,"Avocado, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709223"
FNDDS-2709225,,"Banana, baked",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709225"
FNDDS-2709226,,"Cantaloupe, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709226"
FNDDS-2709227,,"Melon, frozen",,foreign,,99,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709227"
FNDDS-2709228,,"Starfruit, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709228"
FNDDS-2709229,,"Cherries, maraschino",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709229"
FNDDS-2709230,,Cherry pie filling,,foreign,,740.138,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709230"
FNDDS-2709231,,"Cherries, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709231"
FNDDS-2709232,,"Cherries, canned",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709232"
FNDDS-2709233,,"Cherries, frozen",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709233"
FNDDS-2709235,,"Fig, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709235"
FNDDS-2709236,,"Fig, canned",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709236"
FNDDS-2709238,,"Guava, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709238"
FNDDS-2709239,,"Kiwi fruit, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709239"
FNDDS-2709240,,Lychee,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709240"
FNDDS-2709241,,"Honeydew melon, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709241"
FNDDS-2709242,,"Mango, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709242"
FNDDS-2709243,,"Mango, canned",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709243"
FNDDS-2709244,,"Mango, frozen",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709244"
FNDDS-2709245,,"Nectarine, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709245"
FNDDS-2709246,,"Papaya, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709246"
FNDDS-2709247,,"Papaya, canned",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709247"
FNDDS-2709248,,"Passion fruit, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709248"
FNDDS-2709249,,"Peach, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709249"
FNDDS-2709251,,"Peach, canned, in syrup",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709251"
FNDDS-2709252,,"Peach, canned, juice pack",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709252"
FNDDS-2709253,,"Peach, frozen",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709253"
FNDDS-2709254,,"Pear, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709254"
FNDDS-2709255,,"Pear, Asian, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709255"
FNDDS-2709257,,"Pear, canned, in syrup",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709257"
FNDDS-2709258,,"Pear, canned, juice pack",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709258"
FNDDS-2709259,,"Persimmon, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709259"
FNDDS-2709260,,"Pineapple, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709260"
FNDDS-2709262,,"Pineapple, canned, in syrup",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709262"
FNDDS-2709263,,"Pineapple, canned, juice pack",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709263"
FNDDS-2709264,,"Pineapple, frozen",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709264"
FNDDS-2709265,,"Plum, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709265"
FNDDS-2709266,,"Plum, canned",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709266"
FNDDS-2709267,,"Pomegranate, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709267"
FNDDS-2709268,,Rhubarb,,foreign,,120,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709268"
FNDDS-2709269,,Tamarind,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709269"
FNDDS-2709270,,"Watermelon, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709270"
FNDDS-2709271,,"Berries, NFS",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709271"
FNDDS-2709272,,"Berries, frozen",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709272"
FNDDS-2709273,,"Blackberries, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709273"
FNDDS-2709274,,"Blackberries, frozen",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709274"
FNDDS-2709275,,"Blueberries, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709275"
FNDDS-2709276,,"Bluberries, canned",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709276"
FNDDS-2709277,,"Blueberries, frozen",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709277"
FNDDS-2709278,,Blueberry pie filling,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709278"
FNDDS-2709279,,"Cranberries, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709279"
FNDDS-2709280,,Cranberry sauce,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2709280"
