dish_id,name_vi,name_en,region,origin,roles,serving_g,verified_by,note
FNDDS-2706253,,"Fish, flounder, steamed",,foreign,,100.2,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706253"
FNDDS-2706259,,"Fish, haddock, steamed",,foreign,,100.2,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706259"
FNDDS-2706262,,"Fish, pickled",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706262"
FNDDS-2706268,,"Fish, mackerel, canned",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706268"
FNDDS-2706275,,"Fish, perch, steamed",,foreign,,100.2,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706275"
FNDDS-2706282,,"Fish, pompano, steamed",,foreign,,100.2,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706282"
FNDDS-2706284,,"Fish, salmon, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706284"
FNDDS-2706290,,"Fish, salmon, steamed",,foreign,,100.2,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706290"
FNDDS-2706291,,"Fish, salmon, canned",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706291"
FNDDS-2706292,,"Fish, salmon, smoked",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706292"
FNDDS-2706293,,"Fish, sardines, canned",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706293"
FNDDS-2706299,,"Fish, bass, steamed",,foreign,,100.2,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706299"
FNDDS-2706307,,"Fish, trout, steamed",,foreign,,100.2,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706307"
FNDDS-2706308,,"Fish, tuna, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706308"
FNDDS-2706311,,"Fish, tuna, canned",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706311"
FNDDS-2706317,,"Fish, whiting, steamed",,foreign,,100.2,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706317"
FNDDS-2706323,,"Fish, tilapia, steamed",,foreign,,100.2,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706323"
FNDDS-2706328,,"Fish, white, mixed species, steamed",,foreign,,100.2,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706328"
FNDDS-2706332,,Caviar,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706332"
FNDDS-2706338,,"Clams, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706338"
FNDDS-2706342,,"Clams, steamed or boiled",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706342"
FNDDS-2706343,,"Clams, canned",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706343"
FNDDS-2706344,,Crab,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706344"
FNDDS-2706345,,"Crab, canned",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706345"
FNDDS-2706348,,"Crayfish, cooked",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706348"
FNDDS-2706349,,Lobster,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706349"
FNDDS-2706350,,Mussels,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706350"
FNDDS-2706351,,"Oysters, raw",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706351"
FNDDS-2706353,,"Oysters, steamed",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706353"
FNDDS-2706355,,"Oysters, canned",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706355"
FNDDS-2706358,,"Scallops, steamed or boiled",,foreign,,100.2,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706358"
FNDDS-2706363,,"Shrimp, steamed or boiled",,foreign,,100.2,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706363"
FNDDS-2706366,,"Shrimp, dried",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706366"
FNDDS-2706367,,"Shrimp, canned",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706367"
FNDDS-2706370,,Beef with tomato-based sauce,,foreign,,100.5,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706370"
FNDDS-2706379,,Beef with gravy,,foreign,,100.56,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706379"
FNDDS-2706380,,Salisbury steak with gravy,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706380"
FNDDS-2706387,,Steak teriyaki,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706387"
FNDDS-2706391,,"Barbecue beef, no sauce",,foreign,,100.9,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706391"
FNDDS-2706394,,Steak tartare,,foreign,,100.5,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706394"
FNDDS-2706398,,Ham or pork with gravy,,foreign,,100.5,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706398"
FNDDS-2706400,,"Barbecue pork, no sauce",,foreign,,100.9,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706400"
FNDDS-2706401,,Sweet and sour pork,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706401"
FNDDS-2706404,,Ham or pork with tomato-based sauce,,foreign,,100.44,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706404"
FNDDS-2706405,,Sausage with tomato-based sauce,,foreign,,100.4,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706405"
FNDDS-2706411,,Pork with chili and tomatoes,,foreign,,1375.05,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706411"
FNDDS-2706413,,Lamb or mutton with gravy,,foreign,,100.5,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706413"
FNDDS-2706419,,Venison or deer with tomato-based sauce,,foreign,,100.44,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706419"
FNDDS-2706420,,Venison or deer with gravy,,foreign,,100.5,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706420"
FNDDS-2706430,,Turkey with gravy,,foreign,,100.44,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706430"
FNDDS-2706435,,Sweet and sour chicken or turkey,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706435"
FNDDS-2706436,,"Sweet and sour chicken or turkey, without vegetables",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706436"
FNDDS-2706443,,Orange chicken,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706443"
FNDDS-2706444,,Sesame chicken,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706444"
FNDDS-2706445,,Chicken kiev,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706445"
FNDDS-2706448,,Fish timbale or mousse,,foreign,,765.913,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706448"
FNDDS-2706451,,Seafood thermidor,,foreign,,100.3,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706451"
FNDDS-2706453,,Spaghetti sauce with seafood,,foreign,,320,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706453"
FNDDS-2706457,,Fish sauce,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706457"
FNDDS-2706459,,Fish with tomato-based sauce,,foreign,,100.4,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706459"
FNDDS-2706462,,Shrimp teriyaki,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706462"
FNDDS-2706463,,Ceviche,,foreign,,100.3,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706463"
FNDDS-2706469,,Meat with tomato-based sauce,,foreign,,100.48,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706469"
FNDDS-2706473,,"Meat with gravy, NS as to type of meat,",,foreign,,100.56,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706473"
FNDDS-2706477,,Corned beef hash,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706477"
FNDDS-2706478,,Beef and potatoes with cheese sauce,,foreign,,110.45,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706478"
FNDDS-2706499,,Meat loaf made with beef,,foreign,,771.677,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706499"
FNDDS-2706500,,"Meat loaf made with beef, with tomato-based sauce",,foreign,,998.477,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706500"
FNDDS-2706502,,Corned beef patty,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706502"
FNDDS-2706507,,Ham or pork with stuffing,,foreign,,95.1,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706507"
FNDDS-2706512,,Sausage and rice with cheese sauce,,foreign,,120.4,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706512"
FNDDS-2706517,,Ham or pork and potatoes with cheese sauce,,foreign,,110.4,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706517"
FNDDS-2706524,,Lamb or mutton and noodles with gravy,,foreign,,95.4,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706524"
FNDDS-2706547,,Meat loaf made with chicken or turkey,,foreign,,784.125,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706547"
FNDDS-2706550,,"Fish, cake or patty",,foreign,,100.3,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706550"
FNDDS-2706551,,Gefilte fish,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706551"
FNDDS-2706558,,Shrimp and noodles with cheese sauce,,foreign,,113.1,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706558"
FNDDS-2706563,,"Lobster with bread stuffing, baked",,foreign,,330.38,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706563"
FNDDS-2706568,,Imitation crab meat,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706568"
FNDDS-2706580,,"Meatballs, with breading, NS as to type of meat, with gravy",,foreign,,1251.68,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706580"
FNDDS-2706584,,"Hash, NS as to type of meat",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706584"
FNDDS-2706586,,"Stewed, seasoned, ground beef and pork with potatoes, Mexican style",,foreign,,1575.4,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706586"
FNDDS-2706601,,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",,foreign,,115.44,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706601"
FNDDS-2706602,,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",,foreign,,115.46,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706602"
FNDDS-2706607,,Beef chow mein or chop suey with noodles,,foreign,,1157.15,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706607"
FNDDS-2706624,,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",,foreign,,115.44,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706624"
FNDDS-2706625,,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",,foreign,,115.5,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706625"
FNDDS-2706636,,"Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",,foreign,,115.44,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706636"
FNDDS-2706648,,Pork chow mein or chop suey with noodles,,foreign,,1157.15,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706648"
FNDDS-2706712,,Shrimp chow mein or chop suey with noodles,,foreign,,1185.15,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706712"
FNDDS-2706715,,"Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce",,foreign,,115.44,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706715"
FNDDS-2706716,,"Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",,foreign,,115.44,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706716"
FNDDS-2706740,,Szechuan beef,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706740"
FNDDS-2706741,,Hunan beef,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706741"
FNDDS-2706742,,"Beef chow mein or chop suey, no noodles",,foreign,,1015.4,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706742"
FNDDS-2706749,,Beef salad,,foreign,,530.125,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706749"
FNDDS-2706750,,"Beef taco filling: beef, cheese, tomato, taco sauce",,foreign,,67.532,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706750"
FNDDS-2706754,,"Beef steak with onions, Puerto Rican style",,foreign,,938.692,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706754"
FNDDS-2706756,,Ham or pork salad,,foreign,,542.125,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706756"
FNDDS-2706771,,"Pork chow mein or chop suey, no noodles",,foreign,,1015.4,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706771"
FNDDS-2706776,,"Sausage and peppers, no sauce",,foreign,,599.6,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706776"
FNDDS-2706790,,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706790"
FNDDS-2706794,,General Tso chicken,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706794"
FNDDS-2706796,,Kung pao chicken,,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706796"
FNDDS-2706824,,Crab salad,,foreign,,532.5,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706824"
FNDDS-2706825,,Lobster salad,,foreign,,552.5,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706825"
FNDDS-2706826,,Salmon salad,,foreign,,562.125,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706826"
FNDDS-2706827,,"Shrimp chow mein or chop suey, no noodles",,foreign,,1043.4,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706827"
FNDDS-2706828,,"Tuna salad, made with mayonnaise",,foreign,,538.125,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706828"
FNDDS-2706829,,"Tuna salad, made with light mayonnaise",,foreign,,548.125,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706829"
FNDDS-2706830,,"Tuna salad, made with mayonnaise-type salad dressing",,foreign,,545.625,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706830"
FNDDS-2706831,,"Tuna salad, made with light mayonnaise-type salad dressing",,foreign,,548.125,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706831"
FNDDS-2706832,,"Tuna salad, made with creamy dressing",,foreign,,548.125,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706832"
FNDDS-2706833,,"Tuna salad, made with light creamy dressing",,foreign,,560.125,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706833"
FNDDS-2706834,,"Tuna salad, made with Italian dressing",,foreign,,545.625,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706834"
FNDDS-2706835,,"Tuna salad, made with light Italian dressing",,foreign,,548.125,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706835"
FNDDS-2706836,,"Tuna salad, made with any type of fat free dressing",,foreign,,556.125,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706836"
FNDDS-2706837,,Shrimp salad,,foreign,,532.5,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706837"
FNDDS-2706838,,Seafood salad,,foreign,,539.182,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706838"
FNDDS-2706839,,Tuna salad with cheese,,foreign,,594.825,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706839"
FNDDS-2706840,,Tuna salad with egg,,foreign,,588.125,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706840"
FNDDS-2706843,,Crab salad made with imitation crab,,foreign,,514.5,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706843"
FNDDS-2706849,,Oysters Rockefeller,,foreign,,100.4,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706849"
FNDDS-2706850,,Lomi salmon,,foreign,,1298.6,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706850"
FNDDS-2706873,,Lau lau,,foreign,,1366.8,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706873"
FNDDS-2706874,,"Antipasto with ham, fish, cheese, vegetables",,foreign,,1143.8,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706874"
FNDDS-2706875,,"Livers, chicken, chopped, with eggs and onion",,foreign,,97.4,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706875"
FNDDS-2706892,,Cheeseburger (McDonalds),,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706892"
FNDDS-2706898,,Quarter Pounder (McDonalds),,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706898"
FNDDS-2706899,,Whopper with cheese (Burger King),,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706899"
FNDDS-2706900,,Quarter Pounder with cheese (McDonalds),,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706900"
FNDDS-2706914,,Double cheeseburger (McDonalds),,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706914"
FNDDS-2706915,,McDouble (McDonalds),,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706915"
FNDDS-2706916,,Big Mac (McDonalds),,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706916"
FNDDS-2706919,,"Hamburger slider, from fast food",,foreign,,48.1,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706919"
FNDDS-2706921,,"Hamburger, from fast food, 1 small patty",,foreign,,92.2,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706921"
FNDDS-2706922,,Hamburger (Burger King),,foreign,,107,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706922"
FNDDS-2706924,,Hamburger (McDonalds),,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706924"
FNDDS-2706926,,Hamburger slider,,foreign,,71.2,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706926"
FNDDS-2706927,,"Hamburger, on white bun, 1 small patty",,foreign,,117.3,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706927"
FNDDS-2706929,,"Hamburger, from fast food, 1 medium patty",,foreign,,145.4,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706929"
FNDDS-2706930,,"Hamburger, from fast food, 1 large patty",,foreign,,175.6,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706930"
FNDDS-2706931,,Whopper (Burger King),,foreign,,100,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706931"
FNDDS-2706932,,"Hamburger, on white bun, 1 medium patty",,foreign,,145.4,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706932"
FNDDS-2706934,,"Hamburger, on white bun, 1 large patty",,foreign,,175.6,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706934"
FNDDS-2706936,,"Double hamburger, on white bun, 2 small patties",,foreign,,182.7,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706936"
FNDDS-2706938,,"Double hamburger, on white bun, 2 medium patties",,foreign,,230.9,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706938"
FNDDS-2706940,,"Double hamburger, on white bun, 2 large patties",,foreign,,291.2,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706940"
FNDDS-2706942,,"Double hamburger, from fast food, 2 small patties",,foreign,,132.4,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706942"
FNDDS-2706943,,"Double hamburger, from fast food, 2 medium patties",,foreign,,230.9,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706943"
FNDDS-2706944,,"Double hamburger, from fast food, 2 large patties",,foreign,,291.2,USDA FNDDS (nguồn chính thức),"USDA FoodData Central (FNDDS/WWEIA Survey Foods), fdcId:2706944"
